"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"35 Melrose Street NORTH MELBOURNE VIC 3051","Melrose Takeaway","Indoor, Outdoor",8,2022,2392,617402,617402,"11-41 Melrose Street NORTH MELBOURNE VIC 3051","North Melbourne",4512,"Takeaway Food Services",144.9414035963,-37.79501732425,"-37.79501732425005, 144.9414035963"
"Part 330 Arden Street KENSINGTON VIC 3031","Memphis Blues Cafe","Indoor",10,2022,505,100508,100508,"330-344 Arden Street KENSINGTON VIC 3031","Kensington",4512,"Takeaway Food Services",144.934969006258,-37.7990070497,"-37.7990070497, 144.9349690062582"
"11 Bligh Place MELBOURNE VIC 3000","Mensousai Mugen","Indoor",40,2022,24,110763,110763,"The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.963557578906,-37.8168391899,"-37.8168391899, 144.9635575789062"
"Ground 437-439 Elizabeth Street MELBOURNE VIC 3000","Menya Ramen","Indoor, Outdoor",104,2022,104,103226,103226,"437-439 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960238087847,-37.80880976685,"-37.80880976685, 144.96023808784668"
"Shop 146A, Level 1 300 Lonsdale Street MELBOURNE VIC 3000","Menya Ramen","Indoor, Outdoor",28,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Ground 123 Lygon Street CARLTON VIC 3053","Mercadante Pizza","Outdoor, Indoor",75,2022,254,106087,106087,"123-125 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9660337145,-37.8040902161,"-37.8040902161, 144.96603371450016"
"71 Merchant Street DOCKLANDS VIC 3008","Merchant Society","Outdoor, Indoor",95,2022,1108,609480,609480,"829-843 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.943459935236,-37.8204455766,"-37.8204455766, 144.94345993523592"
"43 Therry Street MELBOURNE VIC 3000","Mercure Melbourne Therry Street","Indoor",80,2022,115,104101,104101,"58-64 Franklin Street MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.96081552815,-37.8074170504521,"-37.80741705045211, 144.96081552815"
"Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006","Mesh","Indoor, Outdoor",366,2022,807,108054,108054,"1-25 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.960019291791,-37.8239807135,"-37.8239807135, 144.96001929179084"
"12 Degraves Street MELBOURNE VIC 3000","Metro Burgers","Indoor",24,2022,15,104011,104011,"250-254 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.9659971438,-37.8175193779582,"-37.81751937795824, 144.9659971438"
"Mezzanine 100 St Kilda Road SOUTHBANK VIC 3006","Mezz Bar","Indoor",20,2022,752,108653,110733,"Theatres 100 St Kilda Road SOUTHBANK VIC 3006","Southbank",4520,"Pubs, Taverns and Bars",144.96817034075,-37.8209420403145,"-37.82094204031448, 144.96817034075002"
"Part Ground 31 City Road SOUTHBANK VIC 3006","Mezzi Bar","Indoor",40,2022,812,110350,110350,"Gallery Tower 27-33 City Road SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96686485465,-37.8217417083434,"-37.82174170834343, 144.96686485465"
"Part 93-111 Sims Street WEST MELBOURNE VIC 3003","Mia Riverside Takeaway","Outdoor",8,2022,1005,108797,108797,"93-119 Sims Street WEST MELBOURNE VIC 3003","West Melbourne (Industrial)",4512,"Takeaway Food Services",144.910599542504,-37.80380759835,"-37.803807598350005, 144.9105995425041"
"13-25 Hawke Street WEST MELBOURNE VIC 3003","Miami Hotel Melbourne","Indoor, Outdoor",42,2022,420,104711,104711,"13-25 Hawke Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4400,"Accommodation",144.948517715552,-37.80608742215,"-37.80608742215, 144.94851771555182"
"Shop 302, Ground 237-261 Spencer Street DOCKLANDS VIC 3008","Michel's Patisserie","Indoor, Outdoor",44,2022,1101,110843,110843,"Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008","Docklands",1174,"Bakery Product Manufacturing (Non-factory based)",144.9505641426,-37.8145089735785,"-37.814508973578526, 144.9505641426"
"119 Pelham Street CARLTON VIC 3053","Mid Square Coffee","Indoor",12,2022,255,107541,107541,"95-125 Pelham Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.964421968906,-37.80282175365,"-37.802821753649994, 144.9644219689065"
"323 Lygon Street CARLTON VIC 3053","Milk The Cow Licensed Fromagerie","Indoor, Outdoor",100,2022,207,106149,106149,"323 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.967125795768,-37.79777441345,"-37.79777441345, 144.9671257957682"
"Shop 3, 28 Bouverie Street CARLTON VIC 3053","Mille and B","Outdoor, Indoor",40,2022,264,661088,661088,"28-44 Bouverie Street CARLTON VIC 3053","Carlton",1174,"Bakery Product Manufacturing (Non-factory based)",144.96197867415,-37.8056624766361,"-37.8056624766361, 144.96197867415"
